schema_version,evidence_id,action_id,action_name,sector,component,source_id,source_title,pdf_page,printed_page,quote_verbatim,quote_language,indicator_ids_addressed,indicator_names_addressed,direction,quantified_value,support_scope,maladaptation_signal,extraction_run_id,review_status,reviewed_by,reviewed_at,review_note
0.3.0,ev_cf27cf1d647c16b5,icare_0164,Improve Hydrological Monitoring System with Telemetry Stations,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,14,,"Smart agriculture, drip irrigation, agricultural research, reservoir management, and water availability forecast systems. Emergency response and alerts, digital infrastructure and apps. Surface water and underwater unmanned vehicles that monitor changes in climate and marine ecosystems.",en,32,Drought-related prevention actions,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_948a2f172a720d1e,icare_0169,Establish a Plan for Preparation and Emergency Response Measures in the event of extreme weather events,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,14,,"Smart agriculture, drip irrigation, agricultural research, reservoir management, and water availability forecast systems. Emergency response and alerts, digital infrastructure and apps. Surface water and underwater unmanned vehicles that monitor changes in climate and marine ecosystems.",en,32 | 36,Drought-related prevention actions | Resilient cities program,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_607dd9c496f13479,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,water_resources,exposure,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",81,631,"Some adaptation options, such as water conservation, storage and infrastructure, voluntary migration, planned relocation due to flood risk/sea level rise, and international water treaties, can reduce vulnerability.",en,45 | 46 | 47,Population density | Urban users exposed | Exposed rural users,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_599c55db40725100,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,water_resources,vulnerability,WR_SRC_003,Plano Nacional de Segurança Hídrica,29,27,"A tendência atual na prevenção e mitigação dos riscos de inundações graduais é a de implementar uma combinação de medidas de proteção estrutural e medidas não estruturais, com o intuito de conciliar as funções de armazenamento e escoamento das águas no sistema de drenagem com o espaço disponível e as necessidades relacionadas à ocupação humana sustentável.",pt,24 | 25 | 30,Diseases due to inadequate sanitation | Water quality | Municipal basic sanitation plan,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_83cc1ac9ebeb6f4e,icare_0171,"Improve the hydrometeorological forecasting, monitoring, and alert system for climate risks",water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,14,,"Smart agriculture, drip irrigation, agricultural research, reservoir management, and water availability forecast systems. Emergency response and alerts, digital infrastructure and apps. Surface water and underwater unmanned vehicles that monitor changes in climate and marine ecosystems.",en,32 | 36,Drought-related prevention actions | Resilient cities program,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_31bda2880cdf2f70,icare_0172,Develop and implement the Municipal Risk Reduction Plan (PMRR) and identify population groups vulnerable to climate risks.,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,14,,"Smart agriculture, drip irrigation, agricultural research, reservoir management, and water availability forecast systems. Emergency response and alerts, digital infrastructure and apps. Surface water and underwater unmanned vehicles that monitor changes in climate and marine ecosystems.",en,32 | 35 | 36,Drought-related prevention actions | Investments in adaptation policies | Resilient cities program,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_a7e020634d66873b,icare_0173,Preventive maintenance of drainage systems,water_resources,vulnerability,WR_SRC_003,Plano Nacional de Segurança Hídrica,29,27,"A tendência atual na prevenção e mitigação dos riscos de inundações graduais é a de implementar uma combinação de medidas de proteção estrutural e medidas não estruturais, com o intuito de conciliar as funções de armazenamento e escoamento das águas no sistema de drenagem com o espaço disponível e as necessidades relacionadas à ocupação humana sustentável.",pt,24 | 25 | 30,Diseases due to inadequate sanitation | Water quality | Municipal basic sanitation plan,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_3566a2e613df885c,icare_0176,Develop a Climate Action Plan,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",7,557,"Water adaptation policies enabled through ethical co-production between holders of Indigenous knowledge, local knowledge and technical knowledge, through cooperation and coordinated actions among multiple actors, including women and all marginalised groups, at various levels of governance is needed for effective transitions towards climate resilient development (medium confidence).",en,35 | 36,Investments in adaptation policies | Resilient cities program,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_da6d6a95317f8769,icare_0178,Redirect urban development through climate‑risk spatial planning,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",7,557,"Water adaptation policies enabled through ethical co-production between holders of Indigenous knowledge, local knowledge and technical knowledge, through cooperation and coordinated actions among multiple actors, including women and all marginalised groups, at various levels of governance is needed for effective transitions towards climate resilient development (medium confidence).",en,35 | 36,Investments in adaptation policies | Resilient cities program,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_6bd8adcc0466f5e8,icare_0180,Expand urban green-blue networks and corridors,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_ebcd45e6fbaea023,icare_0180,Expand urban green-blue networks and corridors,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_775df719e4109f35,icare_0180,Expand urban green-blue networks and corridors,water_resources,vulnerability,WR_SRC_009,Flowing Forward: Freshwater Ecosystem Adaptation to Climate Change in Water Resources Management and Biodiversity Conservation,19,13,"In recognition of the importance of freshwater ecosystems and the services that they provide, environmental sustainability is recognized as a core principle of integrated water resources management, enshrined in the first of the Dublin principles that recognizes that 'effective management of water resources demands a holistic approach, linking social and economic development with protection of natural ecosystems.' This increasing recognition has led to the significant development of tools and approaches that seek to ensure the maintenance, protection and restoration of ecosystems and ecosystem services in on-going water resources management efforts.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_9fb73886500f22fb,icare_0181,Restore in Vulnerable Areas,water_resources,exposure,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",81,631,"Some adaptation options, such as water conservation, storage and infrastructure, voluntary migration, planned relocation due to flood risk/sea level rise, and international water treaties, can reduce vulnerability.",en,45 | 46 | 47,Population density | Urban users exposed | Exposed rural users,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e56b7f45b52d6917,icare_0181,Restore in Vulnerable Areas,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 30,Water quality | Degraded and/or deforested areas | Municipal basic sanitation plan,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_81ede1180a27bdd2,icare_0181,Restore in Vulnerable Areas,water_resources,vulnerability,WR_SRC_003,Plano Nacional de Segurança Hídrica,29,27,"A tendência atual na prevenção e mitigação dos riscos de inundações graduais é a de implementar uma combinação de medidas de proteção estrutural e medidas não estruturais, com o intuito de conciliar as funções de armazenamento e escoamento das águas no sistema de drenagem com o espaço disponível e as necessidades relacionadas à ocupação humana sustentável.",pt,24 | 25 | 30,Diseases due to inadequate sanitation | Water quality | Municipal basic sanitation plan,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_cc557f50fe4196a8,icare_0181,Restore in Vulnerable Areas,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26,Water quality | Degraded and/or deforested areas,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_6fd8a6d0c1ffaf14,icare_0182,Develop an Urban Afforestation Plan,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_d9f35f66bb0e7f0b,icare_0182,Develop an Urban Afforestation Plan,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_71520ab5395109bd,icare_0182,Develop an Urban Afforestation Plan,water_resources,vulnerability,WR_SRC_009,Flowing Forward: Freshwater Ecosystem Adaptation to Climate Change in Water Resources Management and Biodiversity Conservation,19,13,"In recognition of the importance of freshwater ecosystems and the services that they provide, environmental sustainability is recognized as a core principle of integrated water resources management, enshrined in the first of the Dublin principles that recognizes that 'effective management of water resources demands a holistic approach, linking social and economic development with protection of natural ecosystems.' This increasing recognition has led to the significant development of tools and approaches that seek to ensure the maintenance, protection and restoration of ecosystems and ecosystem services in on-going water resources management efforts.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_90b3f3a69fade22c,icare_0183,Implement Multi-hazard Early Warning Systems (MH-EWS),water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,14,,"Smart agriculture, drip irrigation, agricultural research, reservoir management, and water availability forecast systems. Emergency response and alerts, digital infrastructure and apps. Surface water and underwater unmanned vehicles that monitor changes in climate and marine ecosystems.",en,32 | 36,Drought-related prevention actions | Resilient cities program,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_ddce6c984b59de63,icare_0184,Upgrade Slope stabilization and drainage,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 27 | 30,Water quality | Areas with soils susceptible to erosion | Municipal basic sanitation plan,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_56e6e4e99639e507,icare_0184,Upgrade Slope stabilization and drainage,water_resources,vulnerability,WR_SRC_003,Plano Nacional de Segurança Hídrica,29,27,"A tendência atual na prevenção e mitigação dos riscos de inundações graduais é a de implementar uma combinação de medidas de proteção estrutural e medidas não estruturais, com o intuito de conciliar as funções de armazenamento e escoamento das águas no sistema de drenagem com o espaço disponível e as necessidades relacionadas à ocupação humana sustentável.",pt,25 | 30,Water quality | Municipal basic sanitation plan,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_0cc3d3efc799d558,icare_0186,Implement integrated coastal zone management,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_4cd2c17d6edaf94d,icare_0186,Implement integrated coastal zone management,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_09f412661bd0c620,icare_0186,Implement integrated coastal zone management,water_resources,vulnerability,WR_SRC_009,Flowing Forward: Freshwater Ecosystem Adaptation to Climate Change in Water Resources Management and Biodiversity Conservation,19,13,"In recognition of the importance of freshwater ecosystems and the services that they provide, environmental sustainability is recognized as a core principle of integrated water resources management, enshrined in the first of the Dublin principles that recognizes that 'effective management of water resources demands a holistic approach, linking social and economic development with protection of natural ecosystems.' This increasing recognition has led to the significant development of tools and approaches that seek to ensure the maintenance, protection and restoration of ecosystems and ecosystem services in on-going water resources management efforts.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_5848cea4f103b645,ipcc_0078,Implement green roofs and walls,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 28 | 38,Water quality | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_edc5ee5878b0bf05,ipcc_0083,Plan strategic coastal retreat for vulnerable communities,water_resources,exposure,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",81,631,"Some adaptation options, such as water conservation, storage and infrastructure, voluntary migration, planned relocation due to flood risk/sea level rise, and international water treaties, can reduce vulnerability.",en,45 | 46 | 47,Population density | Urban users exposed | Exposed rural users,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_e35394f59ef10164,ipcc_0084,Restore/create natural areas,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b7401abce3645b24,ipcc_0084,Restore/create natural areas,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b31ade52e7b4c7f4,ipcc_0084,Restore/create natural areas,water_resources,vulnerability,WR_SRC_009,Flowing Forward: Freshwater Ecosystem Adaptation to Climate Change in Water Resources Management and Biodiversity Conservation,19,13,"In recognition of the importance of freshwater ecosystems and the services that they provide, environmental sustainability is recognized as a core principle of integrated water resources management, enshrined in the first of the Dublin principles that recognizes that 'effective management of water resources demands a holistic approach, linking social and economic development with protection of natural ecosystems.' This increasing recognition has led to the significant development of tools and approaches that seek to ensure the maintenance, protection and restoration of ecosystems and ecosystem services in on-going water resources management efforts.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_74af9c58fdf984dc,ipcc_0085,Reduce pressures on ecosystems to build resilience,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_eb267663623c3546,ipcc_0085,Reduce pressures on ecosystems to build resilience,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_aed6105eeba88769,ipcc_0085,Reduce pressures on ecosystems to build resilience,water_resources,vulnerability,WR_SRC_009,Flowing Forward: Freshwater Ecosystem Adaptation to Climate Change in Water Resources Management and Biodiversity Conservation,19,13,"In recognition of the importance of freshwater ecosystems and the services that they provide, environmental sustainability is recognized as a core principle of integrated water resources management, enshrined in the first of the Dublin principles that recognizes that 'effective management of water resources demands a holistic approach, linking social and economic development with protection of natural ecosystems.' This increasing recognition has led to the significant development of tools and approaches that seek to ensure the maintenance, protection and restoration of ecosystems and ecosystem services in on-going water resources management efforts.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_ef6f3fbd1bb62b91,ipcc_0086,Implement ecosystem‑based adaptation measures,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",82,632,"NbS have been used for stormwater management by combining water purification and retention functions. NbS have also been used to mitigate impacts from high-impact extreme precipitation events by integrating large-scale NbS investment plans into urban planning in cities like New York and Copenhagen, highlighting the importance of blended finance and investment (including insurance) to mainstream NbS investments. In summary, there is growing evidence on NbS effectiveness as an adaptation measure and its critical role for transformative adaptation to address climate change water-related hazards and water security (medium evidence, high agreement).",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_7d1554ebf10ef8ad,ipcc_0086,Implement ecosystem‑based adaptation measures,water_resources,vulnerability,WR_SRC_008,Water and Climate Change Adaptation in Transboundary Basins: Lessons Learned and Good Practices,37,,"The ecologic restoration project consisted in the transformation of rice fields into different habitats typical in wetlands. So far, the benefits of the project have been an improvement in water quality: the water ecosystems established in Tancat de la Pipa, both artificial wetlands with surface flow and lagoons, have shown a great capacity to reduce suspended solids, total phosphorous, total nitrogen and phytoplankton in water.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_5d738f6d9c1583c8,ipcc_0086,Implement ecosystem‑based adaptation measures,water_resources,vulnerability,WR_SRC_009,Flowing Forward: Freshwater Ecosystem Adaptation to Climate Change in Water Resources Management and Biodiversity Conservation,19,13,"In recognition of the importance of freshwater ecosystems and the services that they provide, environmental sustainability is recognized as a core principle of integrated water resources management, enshrined in the first of the Dublin principles that recognizes that 'effective management of water resources demands a holistic approach, linking social and economic development with protection of natural ecosystems.' This increasing recognition has led to the significant development of tools and approaches that seek to ensure the maintenance, protection and restoration of ecosystems and ecosystem services in on-going water resources management efforts.",en,25 | 26 | 27 | 28 | 38,Water quality | Degraded and/or deforested areas | Areas with soils susceptible to erosion | Ecological flow for ecosystem uses | Nature reserve,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_1fd9d74a80575a07,ipcc_0087,Improve Infrastructure retrofitting,water_resources,vulnerability,WR_SRC_010,Water Security and Climate Change: Insights from Country Climate and Development Reports,13,,"Closing the water supply gap requires infrastructure investment but also policy, institutional, and regulatory reforms to improve irrigation and water supply and sanitation services and to increase their financial sustainability. Such measures include strengthening joint regional institutions for water operations, planning, and climate adaptation, and strengthening work to achieve universal provision of water, sanitation, and hygiene.",en,19 | 20,Inefficiency in water production | Inefficiency in water distribution,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_bacb56d90d72fecb,ipcc_0088,Update and enforce climate‑resilient building codes,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",7,557,"Water adaptation policies enabled through ethical co-production between holders of Indigenous knowledge, local knowledge and technical knowledge, through cooperation and coordinated actions among multiple actors, including women and all marginalised groups, at various levels of governance is needed for effective transitions towards climate resilient development (medium confidence).",en,29 | 30 | 35 | 36,Dam and mining safety | Municipal basic sanitation plan | Investments in adaptation policies | Resilient cities program,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_b0104ed071b799f7,ipcc_0089,Spatially redirect development,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",7,557,"Water adaptation policies enabled through ethical co-production between holders of Indigenous knowledge, local knowledge and technical knowledge, through cooperation and coordinated actions among multiple actors, including women and all marginalised groups, at various levels of governance is needed for effective transitions towards climate resilient development (medium confidence).",en,35 | 36,Investments in adaptation policies | Resilient cities program,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_73553457b5d41c18,ipcc_0090,Expand climate risk insurance coverage,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",75,625,"Access to credits, subsidies or insurance builds an important portfolio of reducing reliance on agricultural income alone. Training and capacity building are essential tools to ensure effective adaptation in agriculture, increasing food security. Public regulations, including water policies and allocations and incentive instruments, and availability of appropriate finance play an essential role in shaping and enabling water-related adaptation.",en,35 | 41 | 42 | 43 | 44,Investments in adaptation policies | Agricultural participation in GDP | Industrial participation in GDP | Income not affected by water prices | Income greater than two minimum wages,supports,,partial_action,false,all_sectors_evidence_2026-08-30,proposed,,,
0.3.0,ev_eb133b1abbd281e3,ipcc_0091,Support livelihood diversification for climate resilience,water_resources,vulnerability,WR_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability — Chapter 4: Water",74,624,"Migration and livelihood diversification is often an adaptation response to water-related hazards and involves securing income sources away from agriculture, including off-farm employment and temporary or permanent migration, and these are particularly important in Asia and Africa. Income and remittances are sometimes re-invested, for instance, for crop diversification.",en,41 | 42 | 43 | 44,Agricultural participation in GDP | Industrial participation in GDP | Income not affected by water prices | Income greater than two minimum wages,supports,,whole_action,false,all_sectors_evidence_2026-08-30,proposed,,,
