"parameter_id","parameter_title","parameter_type","meaning_category","calculation_phase","unit","tef_priority_tag","all_tags","tef_global_default","global_default_available","global_default_scaling","global_default_valid_from","global_default_year","global_default_reference","global_default_reference_domain","global_default_comment","country_specific_value_count","countries_with_values","default_use_assessment","preferred_source_level","data_sourcing_effort","assessment_rationale","classification_status","direct_activity_model_count","direct_activity_model_ids","transition_model_count","transition_model_codes","transition_model_ids","sectors","m1_in_scope_tef_parameter","m1_in_scope_shift_count","m1_in_scope_shift_codes","m1_data_work_assessment","tef_source_file","tef_repository","tef_source_snapshot","analysis_date","tef_licence"
"emission_factor_copy_paper_recycled","Emission factor Copy paper recycled","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kg","","emission_factors","1161","true","CONSTANT","2019-01-01","2019","https://www.asecopack.com/post/recycled-paper-vs-virgin-paper-reduce-the-carbon-footprint-of-your-business","www.asecopack.com","Assuming a ratio of 13/15 from recycled paper to virgin paper.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_copy_paper_recycled.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_copy_paper_virgin_fibre","Emission factor Copy paper virgin fibre","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kg","","emission_factors","1339","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","UK Government, Greenhouse Gas Reporting: Conversion Factors 2024","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_copy_paper_virgin_fibre.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_crop_residue_incorporation_tonne_to_co2e_gram","Emission factor crop residue incorporation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne_N","","emission_factors","4290000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/4_Volume4/19R_V4_Ch11_Soils_N2O_CO2.pdf","www.ipcc-nggip.iges.or.jp","TABLE 11.1, EF1. N2O / N2O-N molecular weight ratio is 44/28.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","crop_residue_incorporation","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_crop_residue_incorporation_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_desktop_computers","Emission factor Desktop computer","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_unit","","emission_factors","500000","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","Based on Dell OptiPlex 7080 weight (6.5 kg/unit).","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_desktop_computers.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_desktop_printers","Emission factor Desktop printer","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_unit","","emission_factors","250000","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","Based on HP OfficeJet Pro 9025 weight (9.2 kg/unit).","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_desktop_printers.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_display_manufacturing","Emission factor display manufacturing","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_m2","","emission_factors","132538.4","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/3_Volume3/19R_V3_Ch06_Electronics.pdf","www.ipcc-nggip.iges.or.jp","Based on GWP data from IPCC's Sixth Assessment Report.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","display_manufacturing","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_display_manufacturing.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_distillate_fuel_oil_no_2_kwh_to_co2e","Emission factor distillate fuel oil no 2","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kwh","","emission_factors","253.261","true","CONSTANT","2019-01-01","2019","https://www.epa.gov/system/files/documents/2025-01/ghg-emission-factors-hub-2025.pdf","www.epa.gov","EPA, Emission Factors for Greenhouse Gas Inventories. Converted from g per mmBtu to g per kWh.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","commercial_unregulated_distillate_fuel_oil_no_2_use; industrial_unregulated_distillate_fuel_oil_no_2_use","0","","","buildings; industry","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_distillate_fuel_oil_no_2_kwh_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_distillate_fuel_oil_no_5_kwh_to_co2e","Emission factor distillate fuel oil no 5","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kwh","","emission_factors","249.746","true","CONSTANT","2019-01-01","2019","https://www.epa.gov/system/files/documents/2025-01/ghg-emission-factors-hub-2025.pdf","www.epa.gov","EPA, Emission Factors for Greenhouse Gas Inventories. Converted from g per mmBtu to g per kWh.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","commercial_unregulated_distillate_fuel_oil_no_5_use; industrial_unregulated_distillate_fuel_oil_no_5_use","0","","","buildings; industry","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_distillate_fuel_oil_no_5_kwh_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_distillate_fuel_oil_no_6_kwh_to_co2e","Emission factor distillate fuel oil no 6","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kwh","","emission_factors","257.152","true","CONSTANT","2019-01-01","2019","https://www.epa.gov/system/files/documents/2025-01/ghg-emission-factors-hub-2025.pdf","www.epa.gov","EPA, Emission Factors for Greenhouse Gas Inventories. Converted from g per mmBtu to g per kWh.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","commercial_unregulated_distillate_fuel_oil_no_6_use; industrial_unregulated_distillate_fuel_oil_no_6_use","0","","","buildings; industry","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_distillate_fuel_oil_no_6_kwh_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_enteric_fermentation_dairy_cattle_head_to_co2e_gram","Emission factor dairy cattle enteric fermentation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_head","","emission_factors","2700000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/EFDB/find_ef.php?ipcc_code=3.A.1.a.i&ipcc_level=4","www.ipcc-nggip.iges.or.jp","Region: Western Europe. Using GWP100 from AR6.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","enteric_fermentation_dairy_cattle","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_enteric_fermentation_dairy_cattle_head_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_enteric_fermentation_goat_head_to_co2e_gram","Emission factor goat enteric fermentation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_head","","emission_factors","135000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2006gl/pdf/4_Volume4/V4_10_Ch10_Livestock.pdf","www.ipcc-nggip.iges.or.jp","Table 10.10. Using GWP100 from AR6.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","enteric_fermentation_goat","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_enteric_fermentation_goat_head_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_enteric_fermentation_horse_head_to_co2e_gram","Emission factor horse enteric fermentation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_head","","emission_factors","486000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/EFDB/find_ef.php?ipcc_code=3.A.1.f&ipcc_level=3","www.ipcc-nggip.iges.or.jp","2019 Refinement default. Using GWP100 from AR6.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","enteric_fermentation_horse","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_enteric_fermentation_horse_head_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_enteric_fermentation_other_cattle_head_to_co2e_gram","Emission factor other cattle enteric fermentation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_head","","emission_factors","1296000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/EFDB/find_ef.php?ipcc_code=3.A.1.a.ii&ipcc_level=4","www.ipcc-nggip.iges.or.jp","Includes bulls, calves, and growing steers/heifers. Using GWP100 from AR6.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","enteric_fermentation_other_cattle","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_enteric_fermentation_other_cattle_head_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_enteric_fermentation_sheep_head_to_co2e_gram","Emission factor sheep enteric fermentation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_head","","emission_factors","216000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2006gl/pdf/4_Volume4/V4_10_Ch10_Livestock.pdf","www.ipcc-nggip.iges.or.jp","Table 10.10. Using GWP100 from AR6.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","enteric_fermentation_sheep","1","T-3A1-TE-1","shift_to_sustainable_healthy_diet","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_enteric_fermentation_sheep_head_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_enteric_fermentation_swine_head_to_co2e_gram","Emission factor swine enteric fermentation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_head","","emission_factors","40500","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/EFDB/find_ef.php?ipcc_code=3.A.1.h&ipcc_level=3","www.ipcc-nggip.iges.or.jp","2019 Refinement default, high productivity systems. Using GWP100 from AR6.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","enteric_fermentation_swine","1","T-3A1-TE-1","shift_to_sustainable_healthy_diet","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_enteric_fermentation_swine_head_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_flooded_rice_crop_residue_incorporation_tonne_to_co2e_gram","Emission factor flooded rice crop residue incorporation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne_N","","emission_factors","1716000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/4_Volume4/19R_V4_Ch11_Soils_N2O_CO2.pdf","www.ipcc-nggip.iges.or.jp","TABLE 11.1, EF1FR. N2O / N2O-N molecular weight ratio is 44/28.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","flooded_rice_crop_residue_incorporation","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_flooded_rice_crop_residue_incorporation_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_flooded_rice_organic_fertilisation_tonne_to_co2e_gram","Emission factor flooded rice organic fertilisation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne_N","","emission_factors","1716000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/4_Volume4/19R_V4_Ch11_Soils_N2O_CO2.pdf","www.ipcc-nggip.iges.or.jp","TABLE 11.1, EF1FR. N2O / N2O-N molecular weight ratio is 44/28.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","flooded_rice_organic_fertilisation","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_flooded_rice_organic_fertilisation_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_flooded_rice_synthetic_fertilisation_tonne_to_co2e_gram","Emission factor flooded rice synthetic fertilisation","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne_N","","emission_factors","1716000","true","CONSTANT","2019-01-01","2019","https://www.ipcc-nggip.iges.or.jp/public/2019rf/pdf/4_Volume4/19R_V4_Ch11_Soils_N2O_CO2.pdf","www.ipcc-nggip.iges.or.jp","TABLE 11.1, EF1FR. N2O / N2O-N molecular weight ratio is 44/28.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","flooded_rice_synthetic_fertilisation","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_flooded_rice_synthetic_fertilisation_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_geothermal_heat_kwh_to_co2e","Emission factor geothermal heat","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kwh","","emission_factor","0","true","CONSTANT","2023-01-01","2023","","","Assumed to be closed loop system with emission factor 0.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","district_heating_geothermal_heat","0","","","energy","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_geothermal_heat_kwh_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_green_waste_composting_tonne_to_co2e","Emission factor emission factor green waste composting","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","151124.7","true","CONSTANT","2020-01-01","2020","https://www.epa.gov/sites/default/files/2020-12/documents/warm_management_practices_v15_10-29-2020.pdf","www.epa.gov","EPA WARM Model Management Practices","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","composting_of_green_waste; green_waste_exported_for_composting","0","","","waste","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_green_waste_composting_tonne_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_ink_toners","Emission factor Ink, toners","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_unit","","emission_factors","5000","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","Based on HP 131A weight (0.75 kg/unit).","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_ink_toners.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_interactive_whiteboards","Emission factor Interactive whiteboard","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_unit","","emission_factors","285000","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","Based on SMART Board 880 weight (28.5 kg/unit).","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_interactive_whiteboards.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_kerosene_kwh_to_co2e","Emission factor kerosene","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_kwh","","emission_factors","257.493","true","CONSTANT","2019-01-01","2019","https://www.epa.gov/system/files/documents/2025-01/ghg-emission-factors-hub-2025.pdf","www.epa.gov","EPA, Emission Factors for Greenhouse Gas Inventories. Converted from g per mmBtu to g per kWh.","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","5","agriculture_forestry_fishing_unregulated_kerosene_use; commercial_unregulated_kerosene_use; industrial_unregulated_kerosene_use; institutional_unregulated_kerosene_use; residential_unregulated_kerosene_use","0","","","afolu; buildings; industry","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_kerosene_kwh_to_co2e.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_keyboards","Emission factor Keyboards","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_unit","","emission_factors","5000","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","Based on Dell KB216 weight (0.503 kg/unit).","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_keyboards.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_laptops","Emission factor Laptops","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_unit","","emission_factors","300000","true","CONSTANT","2019-01-01","2019","https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2024","www.gov.uk","Based on Dell XPS 13 weight (1.2 kg/unit).","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_laptops.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_low_carbon_construction","Emission factor low carbon construction","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_m2","PRIO_MEDIUM","emission_factors; PRIO_MEDIUM; emission_factor","157787","true","CONSTANT","2019-01-01","2019","https://climateview.slab.com/public/8lbftmo0","climateview.slab.com","Model description ClimateView -Low Carbon construction","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","2","non_residential_commercial_low_carbon_construction; residential_multi_family_low_carbon_construction","3","T-4C1-TE-1; T-4C1-TE-2; T-4C1-TE-3","low_carbon_construction_of_buildings; low_carbon_construction_of_multi_family_residential_housing; low_carbon_construction_of_non_residential_commercial_buildings","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_low_carbon_construction.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_manure_storage_anaerobic_digester_dairy_cattle_tonne_to_co2e_gram","Emission factor dairy cattle anaerobic digester manure storage","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","","emission_factors","90774","true","CONSTANT","2019-01-01","2019","https://docs.google.com/spreadsheets/d/1MRRXQoCwDe8b9KsNlmpbcPK84STtkIrkEY2jz8xxQ7g/edit?usp=sharing","docs.google.com","Calculated based on IPCC Guidelines for National Greenhouse Gas Inventories","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","manure_storage_anaerobic_digester_dairy_cattle","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_manure_storage_anaerobic_digester_dairy_cattle_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_manure_storage_anaerobic_digester_other_cattle_tonne_to_co2e_gram","Emission factor other cattle anaerobic digester manure storage","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","","emission_factors","68599","true","CONSTANT","2019-01-01","2019","https://docs.google.com/spreadsheets/d/1MRRXQoCwDe8b9KsNlmpbcPK84STtkIrkEY2jz8xxQ7g/edit?usp=sharing","docs.google.com","Calculated based on IPCC Guidelines for National Greenhouse Gas Inventories","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","manure_storage_anaerobic_digester_other_cattle","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_manure_storage_anaerobic_digester_other_cattle_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_manure_storage_anaerobic_digester_poultry_tonne_to_co2e_gram","Emission factor poultry anaerobic digester manure storage","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","","emission_factors","148848","true","CONSTANT","2019-01-01","2019","https://docs.google.com/spreadsheets/d/1MRRXQoCwDe8b9KsNlmpbcPK84STtkIrkEY2jz8xxQ7g/edit?usp=sharing","docs.google.com","Calculated based on IPCC Guidelines for National Greenhouse Gas Inventories","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","manure_storage_anaerobic_digester_poultry","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_manure_storage_anaerobic_digester_poultry_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_manure_storage_anaerobic_digester_swine_tonne_to_co2e_gram","Emission factor swine anaerobic digester manure storage","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","","emission_factors","169799","true","CONSTANT","2019-01-01","2019","https://docs.google.com/spreadsheets/d/1MRRXQoCwDe8b9KsNlmpbcPK84STtkIrkEY2jz8xxQ7g/edit?usp=sharing","docs.google.com","Calculated based on IPCC Guidelines for National Greenhouse Gas Inventories","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","manure_storage_anaerobic_digester_swine","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_manure_storage_anaerobic_digester_swine_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"emission_factor_manure_storage_anaerobic_lagoon_dairy_cattle_tonne_to_co2e_gram","Emission factor dairy cattle uncovered anaerobic lagoon manure storage","EMISSION_FACTOR","Emission factor","Core baseline / abatement calculation","g_co2e_tonne","","emission_factors","2702000","true","CONSTANT","2019-01-01","2019","https://docs.google.com/spreadsheets/d/1MRRXQoCwDe8b9KsNlmpbcPK84STtkIrkEY2jz8xxQ7g/edit?usp=sharing","docs.google.com","Calculated based on IPCC Guidelines for National Greenhouse Gas Inventories","0","","Local data preferred; TEF default usable as fallback","Country/sector reference","Medium","The factor may vary by technology, practice or methodology; use the default only with an uncertainty flag.","Rule-based initial assessment; expert validation required","1","manure_storage_anaerobic_lagoon_dairy_cattle","0","","","afolu","false","0","","Out of current M1 TEF-model scope","models/parameters/emission_factor_manure_storage_anaerobic_lagoon_dairy_cattle_tonne_to_co2e_gram.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
